title_x,idpaper_2,journal,journal_num,year,month,volume,issue,idpaper,jelcodes,keywords,abstract,start_page,end_page,num_words,num_words_90_flag,idauthor,author,prop_women,num_authors,gender_group_type,sole_or_coauthors,num_pages,num_pages_dmean,flesch_kincaid_grade_level,log_flesch_kincaid_grade_level,flesch_kincaid_reading_ease,log_flesch_kincaid_reading_ease,dale_chall,log_dale_chall,coleman_liau_index,log_coleman_liau_index,automated_readability_index,log_automated_readability_index,american_economic_review,econometrica,journal_of_pol_economy,quarterly_journal_of_economics,review_of_economic_studies,coauthors,single_author,both_genders,only_females,only_males,num_sentences,num_syllables,observation,authors,jelcodes_letter,jelcodes_text,jel_dummy_A,jel_dummy_B,jel_dummy_C,jel_dummy_D,jel_dummy_E,jel_dummy_F,jel_dummy_G,jel_dummy_H,jel_dummy_I,jel_dummy_J,jel_dummy_K,jel_dummy_L,jel_dummy_M,jel_dummy_N,jel_dummy_O,jel_dummy_P,jel_dummy_Q,jel_dummy_R,jel_dummy_Y,jel_dummy_Z
2211,information in tender offers with a large shareholder,2201684187139,Econometrica,2,2016,,84,1,2201684187.0,,"Takeovers, tender offers, lemons problem, large shareholder, blockholders","We study takeovers of firms whose ownership structure is a mixture of minority block-holders and small shareholders. We show that the combination of dispersed private information on the side of small shareholders and the presence of a large shareholder can facilitate profitable takeovers. Furthermore, our analysis implies that even if some model of takeovers predicts a profit for the raider, for example, due to private benefits, the profit will be underestimated unless the large shareholder and the dispersion of information among the small shareholders are modeled.",87,139,87,0,"['p03639', 'p03894']","['mehmet ekmekci', 'nenad kos']",0.0,2,only_males,coauthors,52,0.833333333,17.69241379,2.8731359480000003,19.86896552,2.989158993,11.42719885,2.435996378,15.48551724,2.7399052160000004,18.94793103,2.941694745,0,1,0,0,0,1,0,0,0,1,3,162,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,financial health economics,22016841195242,Econometrica,2,2016,,84,1,22016841195.0,,"Medical innovation, healthcare spending, risk premia","We provide a theoretical and empirical analysis of the link between financial and real health care markets. This link is important as financial returns drive investment in medical research and development (R&D), which, in turn, affects real spending growth. We document a medical innovation premium of 4-6% annually for equity returns of firms in the health care sector. We interpret this premium as compensating investors for government-induced profit risk, and we provide supportive evidence for this hypothesis through company filings and abnormal return patterns surrounding threats of government intervention. We quantify the implications of the premium for the growth in real health care spending by calibrating our model to match historical trends, predicting the share of gross domestic product (GDP) devoted to health care to be 32% in the long run. Policies that had removed government risk would have led to more than a doubling of medical R&D and would have increased the current share of health care spending by more than 3% of GDP.",195,242,167,1,"['p02049', 'p04403', 'p05310']","['harald uhlig', 'ralph koijen', 'tomas philipson']",0.0,3,only_males,coauthors,47,-4.166666667,14.76679641,2.692381174,38.76620259,3.6575488,11.54104531,2.445909838,13.27592814,2.585952481,16.76996008,2.819589195,0,1,0,0,0,1,0,0,0,1,6,276,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,search with adverse selection,22016841243315,Econometrica,2,2016,,84,1,22016841243.0,,"Adverse selection, winner's curse, search theory, auctions, information aggregation",This paper analyzes a sequential search model with adverse selection. We study information aggregation by the price--how close the equilibrium prices are to the full-information prices--when search frictions are small. We identify circumstances under which prices fail to aggregate information well even when search frictions are small. We trace this to a strong form of the winner's curse that is present in the sequential search model. The failure of information aggregation may result in inefficient allocations.,243,315,79,0,"['p00507', 'p04993']","['asher wolinsky', 'stephan lauermann']",0.0,2,only_males,coauthors,72,20.83333333,11.33402532,2.427809291,41.94483544,3.7363553130000002,9.217142025,2.221065014,14.33164557,2.6624700690000003,12.10670886,2.49375975,0,1,0,0,0,1,0,0,0,1,5,139,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,the political economy of moral conflict: an empirical study of learning and law enforcement under prohibition,22016842511570,Econometrica,2,2016,,84,2,22016842511.0,,"Law enforcement, learning, Prohibition, crime","The U.S. Prohibition experience shows a remarkable policy reversal. In only 14 years, a drastic shift in public opinion required two constitutional amendments. I develop and estimate a model of endogenous law enforcement, determined by beliefs about the Prohibition-crime nexus and alcohol-related moral views. In turn, the policy outcomes shape subsequent learning about Prohibition enforcement costs. I estimate the model through maximum likelihood on Prohibition Era city-level data on police enforcement, crime, and alcohol-related legislation. The model can account for the variation in public opinion changes, and the heterogeneous responses of law enforcement and violence across cities. Results show that a 15% increase in the homicide rate can be attributed to Prohibition enforcement. The subsequent learning-driven adjustment of local law enforcement allowed for the alcohol market to rebound to 60% of its pre-Prohibition size. I conclude with counterfactual exercises exploring the welfare implications of policy learning, prior beliefs, preference polarization, and alternative political environments. Results illustrate the importance of incorporating the endogenous nature of law enforcement into our understanding of policy failure and policy success.",511,570,181,1,['p00765'],['camilo garcia-jimeno'],0.0,1,only_males,single_author,59,7.428571429,15.65574033,2.7508376439999997,15.05687017,2.711834376,12.73459149,2.54432203,17.03248619,2.835122473,15.38558011,2.733430714,0,1,0,0,0,0,1,0,0,1,10,371,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,a rational theory of mutual funds' attention allocation,22016842571626,Econometrica,2,2016,,84,2,22016842571.0,,"Mutual funds, rational inattention, information choice","The question of whether and how mutual fund managers provide valuable services for their clients motivates one of the largest literatures in finance. One candidate explanation is that funds process information about future asset values and use that information to invest in high-valued assets. But formal theories are scarce because information choice models with many assets are difficult to solve as well as difficult to test. This paper tackles both problems by developing a new attention allocation model that uses the state of the business cycle to predict information choices, which in turn, predict observable patterns of portfolio investments and returns. The predictions about fund portfolios' covariance with payoff shocks, cross-fund portfolio and return dispersion, and their excess returns are all supported by the data. These findings offer new evidence that some investment managers have skill and that attention is allocated rationally.",571,626,144,1,"['p03122', 'p03352', 'p05068']","['laura veldkamp', 'marcin kacperczyk', 'stijn van nieuwerburgh']",0.333333333,3,both_genders,coauthors,55,3.428571429,15.1575,2.7184954589999997,29.1375,3.372026004,11.07710833,2.404880667,15.55166667,2.744167814,16.67125,2.8136856789999998,0,1,0,0,0,1,0,1,0,0,6,261,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,elite recruitment and political stability: the impact of the abolition of china's civil service exam,22016842677733,Econometrica,2,2016,,84,2,22016842677.0,,"Elite recruitment, mobilization, revolution, social mobility, civil service exam","This paper studies how the abolition of an elite recruitment system -- China's civil exam system that lasted over 1,300 years -- affects political stability. Employing a panel data set across 262 prefectures and exploring the variations in the quotas on the entry-level exam candidates, we find that higher quotas per capita were associated with a higher probability of revolution participation after the abolition and a higher incidence of uprisings in 1911 that marked the end of the 2,000 years of imperial rule. This finding is robust to various checks including using the number of small rivers and short-run exam performance before the quota system as instruments. The patterns in the data appear most consistent with the interpretation that in regions with higher quotas per capita under the exam system, more would-be elites were negatively affected by the abolition. In addition, we document that modern human capital in the form of those studying in Japan also contributed to the revolution and that social capital strengthened the effect of quotas on revolution participation.",677,733,173,1,"['p04692', 'p05584']","['ruixue jia', 'ying bai']",0.5,2,both_genders,coauthors,56,4.428571429,18.98030058,2.94340163,20.60964162,3.0257590060000004,11.83294902,2.47088793,13.73017341,2.61959585,20.40011561,3.015540568,0,1,0,0,0,1,0,1,0,0,5,309,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,"buy, keep, or sell: economic growth and the market for ideas",22016843943984,Econometrica,2,2016,,84,3,22016843943.0,,"Growth, ideas, innovation, misallocation, patents, patent agents, research and development, search frictions, technological propinquity",An endogenous growth model is developed where each period firms invest in researching and developing new ideas. An idea increases a firm's productivity. By how much depends on the technological propinquity between an idea and the firm's line of business. Ideas can be bought and sold on a market for patents. A firm can sell an idea that is not relevant to its business or buy one if it fails to innovate. The developed model is matched up with stylized facts about the market for patents in the United States. The analysis gauges how efficiency in the patent market affects growth.,943,984,101,1,"['p02459', 'p03839', 'p05363']","['jeremy greenwood', 'murat alp celik', 'ufuk akcigit']",0.0,3,only_males,coauthors,41,-1.857142857,9.781697312999999,2.280513018,50.63158416,3.924575574,9.198592786,2.219050514,9.801980197999999,2.282584426,7.935275813,2.0713181119999997,0,1,0,0,0,1,0,0,0,1,7,169,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,berk–nash equilibrium: a framework for modeling agents with misspecified models,2201684310931130,Econometrica,2,2016,,84,3,220000000000.0,,"Misspecified, Bayesian learning, equilibrium","We develop an equilibrium framework that relaxes the standard assumption that people have a correctly specified view of their environment. Each player is characterized by a (possibly misspecified) subjective model, which describes the set of feasible beliefs over payoff-relevant consequences as a function of actions. We introduce the notion of a Berk-Nash equilibrium: Each player follows a strategy that is optimal given her belief, and her belief is restricted to be the best fit among the set of beliefs she considers possible. The notion of best fit is formalized in terms of minimizing the Kullback-Leibler divergence, which is endogenous and depends on the equilibrium strategy profile. Standard solution concepts such as Nash equilibrium and self-confirming equilibrium constitute special cases where players have correctly specified models. We provide a learning foundation for Berk-Nash equilibrium by extending and combining results from the statistics literature on misspecified learning and the economics literature on learning in games.",1093,1130,158,1,"['p01292', 'p02175']","['demian pouzo', 'ignacio esponda']",0.0,2,only_males,coauthors,37,-5.857142857,16.63696203,2.811626848,22.6864135,3.121766221,11.93820295,2.47974359,15.89974684,2.7663031869999997,18.02919831,2.891992572,0,1,0,0,0,1,0,0,0,1,6,294,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,reputational bargaining and deadlines,2201684311311179,Econometrica,2,2016,,84,3,220000000000.0,,"Bargaining, reputation, behavioral types, deadline effects","I highlight how reputational concerns provide a natural explanation for deadline effects, the high frequency of deals prior to a deadline in bargaining. Rational agents imitate the demands of obstinate behavioral types and engage in brinkmanship in the face of uncertainty about the deadline's arrival. I also identify how surplus is divided when the prior probability of behavioral types is vanishingly small. If behavioral types are committed to fixed demands, outcomes converge to the Nash bargaining solution regardless of agents' respective impatience. If behavioral types can adopt more complex demand strategies, outcomes converge to the solution of an alternating offers game without behavioral types for the deadline environment.",1131,1179,108,1,['p02251'],['jack fanning'],0.0,1,only_males,single_author,48,5.1428571430000005,15.45066667,2.737652152,22.761,3.125048545,13.18767481,2.5792826669999998,16.69407407,2.8150538110000003,16.49611111,2.803124663,0,1,0,0,0,0,1,0,0,1,5,207,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,market microstructure invariance: empirical hypotheses,2201684413451404,Econometrica,2,2016,,84,4,220000000000.0,,"Market microstructure, liquidity, bid-ask spread, market impact, transaction costs, order size, invariance, structural estimation","Using the intuition that financial markets transfer risks in business time, market microstructure invariance is defined as the hypotheses that the distributions of risk transfers (bets) and transaction costs are constant across assets when measured per unit of business time. The invariance hypotheses imply that bet size and transaction costs have specific, empirically testable relationships to observable dollar volume and volatility. Portfolio transitions can be viewed as natural experiments for measuring transaction costs, and individual orders can be treated as proxies for bets. Empirical tests based on a data set of 400,000+ portfolio transition orders support the invariance hypotheses. The constants calibrated from structural estimation imply specific predictions for the arrival rate of bets (market velocity), the distribution of bet sizes, and transaction costs.",1345,1404,125,1,"['p00096', 'p00395']","['albert kyle', 'anna obizhaeva']",0.5,2,both_genders,coauthors,59,14.57142857,17.0048,2.833495657,17.6744,2.872117265,11.69778,2.45939908,17.91968,2.88589955,19.02856,2.945941008,0,1,0,0,0,1,0,1,0,0,5,242,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,robust contracts in continuous time,2201684414051440,Econometrica,2,2016,,84,4,220000000000.0,,"Robustness, ambiguity, moral hazard, principal-agent problem, capital structure, equity premium, asset pricing","We study a continuous-time contracting problem under hidden action, where the principal has ambiguous beliefs about the project cash flows. The principal designs a robust contract that maximizes his utility under the worst-case scenario subject to the agent's incentive and participation constraints. Robustness generates endogenous belief heterogeneity and induces a tradeoff between incentives and ambiguity sharing so that the incentive constraint does not always bind. We implement the optimal contract by cash reserves, debt, and equity. In addition to receiving ordinary dividends when cash reserves reach a threshold, outside equity holders also receive special dividends or inject cash in the cash reserves to hedge against model uncertainty and smooth dividends. The equity premium and the credit yield spread generated by ambiguity aversion are state dependent and high for distressed firms with low cash reserves.",1405,1440,136,1,"['p00116', 'p02499']","['alejandro rivera', 'jianjun miao']",0.0,2,only_males,coauthors,35,-9.428571429,16.24264706,2.7876403180000002,18.9827451,2.9435304139999996,11.84304608,2.471740867,16.57441176,2.807860046,16.88193627,2.8262441910000002,0,1,0,0,0,1,0,0,0,1,6,265,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,conditional inference with a functional nuisance parameter,2201684415711612,Econometrica,2,2016,,84,4,220000000000.0,,"Weak identification, similar test, conditional inference","This paper shows that the problem of testing hypotheses in moment condition models without any assumptions about identification may be considered as a problem of testing with an infinite-dimensional nuisance parameter. We introduce a sufficient statistic for this nuisance parameter in a Gaussian problem and propose conditional tests. These conditional tests have uniformly correct asymptotic size for a large class of models and test statistics. We apply our approach to construct tests based on quasi-likelihood ratio statistics, which we show are efficient in strongly identified models and perform well relative to existing alternatives in two examples.",1571,1612,98,1,"['p00394', 'p02224']","['anna mikusheva', 'isaiah andrews']",0.5,2,both_genders,coauthors,41,-3.428571429,16.12010204,2.780067067,23.12668367,3.140987088,11.77996531,2.4664002330000003,16.35183673,2.79434023,17.54204082,2.8646003319999997,0,1,0,0,0,1,0,1,0,0,4,184,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,robust confidence regions for incomplete models,2201684517991838,Econometrica,2,2016,,84,5,220000000000.0,,"Partial identification, entry games, incomplete models, belief functions, central limit theorem",Call an economic model incomplete if it does not generate a probabilistic prediction even given knowledge of all parameter values. We propose a method of inference about unknown parameters for such models that is robust to heterogeneity and dependence of unknown form. The key is a Central Limit Theorem for belief functions; robust confidence regions are then constructed in a fashion paralleling the classical approach. Monte Carlo simulations support tractability of the method and demonstrate its enhanced robustness relative to existing methods.,1799,1838,82,0,"['p02117', 'p03075', 'p03089']","['hiroaki kaido', 'kyoungwon seo', 'larry epstein']",0.0,3,only_males,coauthors,39,-2.833333333,15.2854878,2.7269038689999996,21.98603659,3.090407551,12.35573902,2.514120653,16.02829268,2.774355453,15.47170732,2.739013022,0,1,0,0,0,1,0,0,0,1,4,159,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,consistent probabilistic social choice,2201684518391880,Econometrica,2,2016,,84,5,220000000000.0,,"Probabilistic social choice, maximal lotteries, population-consistency, composition-consistency","Two fundamental axioms in social choice theory are consistency with respect to a variable electorate and consistency with respect to components of similar alternatives. In the context of traditional non-probabilistic social choice, these axioms are incompatible with each other. We show that in the context of probabilistic social choice, these axioms uniquely characterize a function proposed by Fishburn (1984). Fishburn's function returns so-called maximal lotteries, that is, lotteries that correspond to optimal mixed strategies in the symmetric zero-sum game induced by the pairwise majority margins. Maximal lotteries are guaranteed to exist due to von Neumann's Minimax Theorem, are almost always unique, and can be efficiently computed using linear programming.",1839,1880,112,1,"['p01676', 'p01706', 'p02037']","['felix brandt', 'florian brandl', 'hans georg seedig']",0.0,3,only_males,coauthors,41,-0.833333333,16.11385714,2.7796795939999996,19.43114286,2.9668770810000002,12.92450429,2.559125067,16.58357143,2.8084125319999997,16.93660714,2.829477382,0,1,0,0,0,1,0,0,0,1,5,218,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,the effect of changes in risk attitude on strategic behavior,2201684518811902,Econometrica,2,2016,,84,5,220000000000.0,,"Risk attitude, game theory, rationalizability, equilibrium","We study families of normal-form games with fixed preferences over pure action profiles but varied preferences over lotteries. That is, we subject players' utilities to monotone but nonlinear transformations and examine changes in the rationalizable set and set of equilibria. Among our results: The rationalizable set always grows under concave transformations (risk aversion) and shrinks under convex transformations (risk love). The rationalizable set reaches an upper bound under extreme risk aversion, and lower bound under risk love, and both of these bounds are characterized by elimination processes. For generic two-player games, under extreme risk love or aversion, all Nash equilibria are close to pure and the limiting set of equilibria can be described using preferences over pure action profiles.",1881,1902,121,1,['p02707'],['jonathan weinstein'],0.0,1,only_males,single_author,21,-20.83333333,15.98519008,2.771662674,23.55960331,3.159533521,10.70913405,2.371097027,15.72991736,2.7555644630000002,16.90586777,2.827660767,0,1,0,0,0,0,1,0,0,1,5,227,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,random choice and private information,2201684619832027,Econometrica,2,2016,,84,6,220000000000.0,,"Random utility, Blackwell informativeness, informational dynamic consistency","We consider an agent who chooses an option after receiving some private information. This information, however, is unobserved by an analyst, so from the latter's perspective, choice is probabilistic or random. We provide a theory in which information can be fully identified from random choice. In addition, the analyst can perform the following inferences even when information is unobservable: (1) directly compute ex ante valuations of menus from random choice and vice versa, (2) assess which agent has better information by using choice dispersion as a measure of informativeness, (3) determine if the agent's beliefs about information are dynamically consistent, and (4) test to see if these beliefs are well-calibrated or rational.",1983,2027,113,1,['p02384'],['jay lu'],0.0,1,only_males,single_author,44,5.8,17.35670354,2.853978803,20.94001106,3.041661734,12.02442566,2.486940053,14.42548673,2.668996554,17.91225664,2.885485207,0,1,0,0,0,0,1,0,0,1,4,210,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,communication with unknown perspectives,2201684620292069,Econometrica,2,2016,,84,6,220000000000.0,,"Communication, heterogeneous priors, networks, signal extraction, opinion leadership","Consider a group of individuals with unobservable perspectives (subjective prior beliefs) about a sequence of states. In each period, each individual receives private information about the current state and forms an opinion (a posterior belief). She also chooses a target individual and observes the target's opinion. This choice involves a trade-off between well-informed targets, whose signals are precise, and well-understood targets, whose perspectives are well known. Opinions are informative about the target's perspective, so observed individuals become better understood over time. We identify a simple condition under which long-run behavior is history independent. When this fails, each individual restricts attention to a small set of experts and observes the most informed among these. A broad range of observational patterns can arise with positive probability, including opinion leadership and information segregation. In an application to areas of expertise, we show how these mechanisms generate own field bias and large field dominance.",2029,2069,154,1,"['p03836', 'p04393']","['muhamet yildiz', 'rajiv sethi']",0.0,2,only_males,coauthors,40,1.8,13.91709957,2.633118269,25.76072872,3.248851189,10.63715916,2.364353452,16.03194805,2.774583485,14.00925685,2.639718315,0,1,0,0,0,1,0,0,0,1,9,298,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,the dynamics of inequality,2201684620712111,Econometrica,2,2016,,84,6,220000000000.0,,"Inequality, superstars, Pareto distribution, speed of transition, operator methods, spectral methods","The past forty years have seen a rapid rise in top income inequality in the United States. While there is a large number of existing theories of the Pareto tail of the long-run income distributions, almost none of these address the fast rise in top inequality observed in the data. We show that standard theories, which build on a random growth mechanism, generate transition dynamics that are too slow relative to those observed in the data. We then suggest two parsimonious deviations from the canonical model that can explain such changes: scale dependence that may arise from changes in skill prices, and type dependence, that is, the presence of some high-growth types. These deviations are consistent with theories in which the increase in top income inequality is driven by the rise of superstar, entrepreneurs or managers.",2071,2111,138,1,"['p00619', 'p02408', 'p04309', 'p05524']","['benjamin moll', 'jean-michel lasry', 'pierre-louis lions', 'xavier gabaix']",0.0,4,only_males,coauthors,40,1.8,13.81457971,2.625724535,45.17752174,3.8105996560000004,9.811112174,2.283515639,12.10144928,2.49332522,15.57869565,2.745904318,0,1,0,0,0,1,0,0,0,1,5,218,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,market-triggered changes in capital structure: equilibrium price dynamics,2201684621132153,Econometrica,2,2016,,84,6,220000000000.0,,"Contingent capital, bank capital, contingent convertible debt, financial stability","We analyze the internal consistency of using the market price of a firm's equity to trigger a contractual change in the firm's capital structure, given that the value of the equity itself depends on the firm's capital structure. Of particular interest is the case of contingent capital for banks, in the form of debt that converts to equity, when conversion is triggered by a decline in the bank's stock price. We analyze the problem of existence and uniqueness of equilibrium values for a firm's liabilities in this context, meaning values consistent with a market-price trigger. Discrete-time dynamics allow multiple equilibria. In contrast, we show that the possibility of multiple equilibria can largely be ruled out in continuous time, where the price of the triggering security adjusts in anticipation of breaching the trigger. Our main condition for existence of an equilibrium requires that the consequences of triggering a conversion be consistent with the direction in which the trigger is crossed. For the design of contingent capital with a stock price trigger, this condition may be interpreted to mean that conversion should be disadvantageous to shareholders, and it is satisfied by setting the trigger sufficiently high. Uniqueness follows provided the trigger is sufficiently accessible by all candidate equilibria. We illustrate precise formulations of these conditions with a variety of applications.",2113,2153,220,1,"['p00585', 'p04138']","['behzad nouri', 'paul glasserman']",0.0,2,only_males,coauthors,40,1.8,15.45151515,2.7377070669999997,27.82116162,3.32579694,10.66253535,2.3667362290000002,14.60745455,2.6815319840000003,16.11917677,2.780009667,0,1,0,0,0,1,0,0,0,1,9,401,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,conditional linear combination tests for weakly identified models,2201684621552182,Econometrica,2,2016,,84,6,220000000000.0,,"Instrumental variables, nonlinear models, power, size, test, weak identification","We introduce the class of conditional linear combination tests, which reject null hypotheses concerning model parameters when a data-dependent convex combination of two identification-robust statistics is large. These tests control size under weak identification and have a number of optimality properties in a conditional problem. We show that the conditional likelihood ratio test of Moreira, 2003 is a conditional linear combination test in models with one endogenous regressor, and that the class of conditional linear combination tests is equivalent to a class of quasi-conditional likelihood ratio tests. We suggest using minimax regret conditional linear combination tests and propose a computationally tractable class of tests that plug in an estimator for a nuisance parameter. These plug-in tests perform well in simulation and have optimal power in many strongly identified models, thus allowing powerful identification-robust inference in a wide range of linear and nonlinear models without sacrificing efficiency if identification is strong.",2155,2182,155,1,['p02224'],['isaiah andrews'],0.0,1,only_males,single_author,27,-11.2,20.55677419,3.0231905310000005,2.89516129,1.063040823,12.40693871,2.518255889,16.89393548,2.82695471,21.14490323,3.0513988939999996,0,1,0,0,0,0,1,0,0,1,5,316,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,jump regressions,22017851173195,Econometrica,2,2017,,85,1,22017851173.0,,"Efficient estimation, high-frequency data, jumps, LAMN, regression, semimartingale, specification test, stochastic volatility","We develop econometric tools for studying jump dependence of two processes from high-frequency observations on a fixed time interval. In this context, only segments of data around a few outlying observations are informative for the inference. We derive an asymptotically valid test for stability of a linear jump relation over regions of the jump size domain. The test has power against general forms of nonlinearity in the jump dependence as well as temporal instabilities. We further propose an efficient estimator for the linear jump regression model that is formed by optimally weighting the detected jumps with weights based on the diffusive volatility around the jump times. We derive the asymptotic limit of the estimator, a semiparametric lower efficiency bound for the linear jump regression, and show that our estimator attains the latter. The analysis covers both deterministic and random jump arrivals. In an empirical application, we use the developed inference techniques to test the temporal stability of market jump betas.",173,195,161,1,"['p01875', 'p02490', 'p05423']","['george tauchen', 'jia li', 'viktor todorov']",0.0,3,only_males,coauthors,22,-13.625,14.75937112,2.691878211,25.09011258,3.222473847,10.61724658,2.362479715,14.35701863,2.664238926,13.96703416,2.63669985,0,1,0,0,0,1,0,0,0,1,8,307,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,assessment of uncertainty in high frequency data: the observed asymptotic variance,22017851197231,Econometrica,2,2017,,85,1,22017851197.0,,"Asynchronous times, consistency, discrete observation, edge effect, irregular times, leverage effect, microstructure, observed information, realized volatility, robust estimation, semimartingale, standard error, two-scales estimation, volatility of volatility","The availability of high frequency financial data has generated a series of estimators based on intra-day data, improving the quality of large areas of financial econometrics. However, estimating the standard error of these estimators is often challenging. The root of the problem is that traditionally, standard errors rely on estimating a theoretically derived asymptotic variance, and often this asymptotic variance involves substantially more complex quantities than the original parameter to be estimated. Standard errors are important: they are used to assess the precision of estimators in the form of confidence intervals, to create feasible statistics for testing, to build forecasting models based on, say, daily estimates, and also to optimize the tuning parameters. The contribution of this paper is to provide an alternative and general solution to this problem, which we call Observed Asymptotic Variance. It is a general nonparametric method for assessing asymptotic variance (AVAR). It provides consistent estimators of AVAR for a broad class of integrated parameters  theta = integral theta t dt, where the spot parameter process theta can be a general semimartingale, with continuous and jump components. The observed AVAR is implemented with the help of a two-scales method. Its construction works well in the presence of microstructure noise, and when the observation times are irregular or asynchronous in the multivariate case. The methodology is valid for a wide variety of estimators, including the standard ones for variance and covariance, and also for more complex estimators, such as, of leverage effects, high frequency betas, and semivariance.",197,231,253,1,"['p03083', 'p04186']","['lan zhang', 'per mykland']",0.5,2,both_genders,coauthors,34,-1.625,16.94419368,2.8299252189999997,18.64324704,2.925483991,11.94383059,2.480214877,15.33517787,2.7301493960000003,17.0970751,2.838907402,0,1,0,0,0,1,0,1,0,0,10,486,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,program evaluation and causal inference with high-dimensional data,22017851233298,Econometrica,2,2017,,85,1,22017851233.0,,"Machine learning, causality, Neyman orthogonality, heterogenous treatment effects, endogeneity, local average and quantile treatment effects, instruments, local effects of treatment on the treated, propensity score, Lasso, inference after model selection, moment-condition models, moment-condition models with a continuum of target parameters, Lasso and Post-Lasso with functional response data, randomized control trials","In this paper, we provide efficient estimators and honest confidence bands for a variety of treatment effects including local average (LATE) and local quantile treatment effects (LQTE) in data-rich environments. We can handle very many control variables, endogenous receipt of treatment, heterogeneous treatment effects, and function-valued outcomes. Our framework covers the special case of exogenous receipt of treatment, either conditional on controls or unconditionally as in randomized control trials. In the latter case, our approach produces efficient estimators and honest bands for (functional) average treatment effects (ATE) and quantile treatment effects (QTE). To make informative inference possible, we assume that key reduced-form predictive relationships are approximately sparse. This assumption allows the use of regularization and selection methods to estimate those relations, and we provide methods for post-regularization and post-selection inference that are uniformly valid (honest) across a wide range of models. We show that a key ingredient enabling honest inference is the use of orthogonal or doubly robust moment conditions in estimating certain reduced-form functional parameters. We illustrate the use of the proposed methods with an application to estimating the effect of 401(k) eligibility and participation on accumulated assets. The results on program evaluation are obtained as a consequence of more general results on honest inference in a general moment-condition framework, which arises from structural equation models in econometrics. Here, too, the crucial ingredient is the use of orthogonal moment conditions, which can be constructed from the initial moment conditions. We provide results on honest inference for (function-valued) parameters within this general framework where any high-quality, machine learning methods (e.g., boosted trees, deep neural networks, random forest, and their aggregated and hybrid versions) can be used to learn the nonparametric/high-dimensional components of the model. These include a number of supporting auxiliary results that are of major independent interest: namely, we (1) prove uniform validity of a multiplier bootstrap, (2) offer a uniformly valid functional delta method, and (3) provide results for sparsity-based estimation of regression functions for function-valued outcomes.",233,298,342,1,"['p00174', 'p00902', 'p02241', 'p05412']","['alexandre belloni', 'christian hansen', 'ivan fernandez-val', 'victor chernozhukov']",0.0,4,only_males,coauthors,65,29.375,18.46944444,2.916117715,13.4075,2.595814252,12.62191287,2.53543442,17.01438596,2.834059219,19.97824561,2.994643962,0,1,0,0,0,1,0,0,0,1,12,665,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
